ESTRANA;PORCISLO;JMENO;PRIJMENI;TITULPRED;TITULZA;VEK;STATOBCAN;POVOLANI;BYDLISTEN;BYDLISTEK;PSTRANA;NSTRANA;PLATNOST;POCHLASU;POCPROC;MANDAT;PORADIMAND;PORADINAHR
21;2;"Miriam";"Nıvltová Fišáková";"RNDr.";"Ph.D.";44;"CZ";"vìdecká pracovnice Akademie vìd ÈR";"Brno";3;1190;1190;"A";143;4.47;"N";0;0
21;3;"Jiøí";"Kacetl";"PhDr.";"";43;"CZ";"zastupitel mìsta a historik";"Znojmo";593711;1190;1190;"A";275;8.6;"N";0;0
21;4;"Eva";"Darmovzalová";"Mgr.";"";39;"CZ";"zastupitelka obce a uèitelka";"Bošovice";592919;1190;1190;"A";54;1.69;"N";0;0
21;5;"Bohumil";"Šuhaj";"Mgr.";"";38;"CZ";"zastupitel mìsta a uèitel";"Daèice";546127;1190;1190;"A";55;1.72;"N";0;0
21;6;"Lada";"Bastlová";"Mgr.";"";39;"CZ";"zastupitelka obce a soc. prac. v nev. nezisk. org.";"Raèice-Pístovice";593516;1190;1190;"A";60;1.87;"N";0;0
21;7;"Ondøej";"Hısek";"Mgr.";"Ph.D.";39;"CZ";"zastup. MÈ a zást. øeditele gymnázia, pøeds. MZH";"Brno";3;1190;1190;"A";114;3.56;"N";0;0
21;8;"Dana";"Staòková";"Ing.";"";36;"CZ";"podnikatelka v zemìdìlství";"Suchdol nad Lunicí";547280;1190;1190;"A";56;1.75;"N";0;0
21;9;"Milan";"Toèík";"Mgr.";"";49;"CZ";"zastupitel mìsta a øeditel gymnázia";"Daèice";546127;1190;1190;"A";52;1.62;"N";0;0
21;10;"Ondøej";"Mlejnek";"Mgr.";"Ph.D.";37;"CZ";"zastupitel obce, archeolog a univerzitní uèitel";"Ochoz u Brna";583537;1190;1190;"A";49;1.53;"N";0;0
21;11;"Pavel";"Trèala";"";"B.A., M.A.";41;"CZ";"podnikatel a místopøedseda MZH";"Brno";3;1190;1190;"A";93;2.91;"N";0;0
21;12;"Vladimíra";"Melounová";"";"";66;"CZ";"podnikatelka";"Brno";3;1190;1190;"A";11;.34;"N";0;0
21;13;"Jiøí";"Koláøskı";"Mgr. Ing.";"";61;"CZ";"právník na rektorátu univerzity a èlen rady MZH";"Brno";3;1190;1190;"A";37;1.15;"N";0;0
21;14;"Jaroslav";"Kupka";"JUDr.";"";66;"CZ";"právník u Veøejného ochránce práv";"Vyškov";592889;1190;1190;"A";43;1.34;"N";0;0
21;15;"Bohuslav";"Klíma";"doc. PhDr.";"CSc.";69;"CZ";"archeolog, univerzitní uèitel a èlen rady MZH";"Brno";3;1190;1190;"A";51;1.59;"N";0;0
21;16;"Petr";"Chòoupek";"";"";47;"CZ";"zastupitel obce a šéfredaktor";"Mastník";591122;1190;1190;"A";66;2.06;"N";0;0
21;17;"Anna";"Ludíková";"Mgr.";"";65;"CZ";"uèitelka";"Bošovice";592919;1190;1190;"A";22;.68;"N";0;0
21;18;"Jiøí";"Pelka";"Ing.";"M.A.";65;"CZ";"lingvista a èlen rady MZH";"Staré Mìsto";550752;1190;1190;"A";18;.56;"N";0;0
21;19;"Dalimila";"Hodaòová";"PaedDr.";"";63;"CZ";"uèitelka";"Brno";3;1190;1190;"A";15;.46;"N";0;0
21;20;"Zdenìk";"Kuèírek";"";"";63;"CZ";"dùchodce";"Jihlava";586846;1190;1190;"A";8;.25;"N";0;0
21;21;"Petr";"Plchút";"";"";41;"CZ";"pøípraváø vıroby";"Tøebíè";590266;1190;1190;"A";33;1.03;"N";0;0
21;22;"Karel";"Šmerda";"";"";47;"CZ";"zámeèník";"Rousínov";593559;1190;1190;"A";37;1.15;"N";0;0
21;23;"Zdenìk";"Albrecht";"Ing.";"CSc.";66;"CZ";"geograf a kartograf";"Brno";3;1190;1190;"A";12;.37;"N";0;0
21;24;"Roman";"Zahradníèek";"";"";45;"CZ";"podnikatel";"Brno";3;1190;1190;"A";6;.18;"N";0;0
21;25;"Martin";"Grepl";"Ing.";"";26;"CZ";"energetik";"Paèlavice";588849;1190;1190;"A";23;.71;"N";0;0
21;26;"František";"Verbík";"";"";22;"CZ";"pracovník v médiích";"Hrušky";584487;1190;1190;"A";11;.34;"N";0;0
21;27;"František";"Paøízek";"";"";74;"CZ";"strojaø - konstruktér";"Brno";3;1190;1190;"A";12;.37;"N";0;0
21;28;"Bedøich";"Nìmeèek";"";"";52;"CZ";"podnikatel";"Jihlava";586846;99;1190;"A";14;.43;"N";0;0
22;1;"David";"Rath";"MUDr.";"";53;"CZ";"lékaø";"Hostivice";539244;99;759;"A";945;36.22;"N";0;0
22;2;"Stanislav";"Huml";"Mgr.";"";63;"CZ";"bezpeènostní expert";"Brandıs nad Labem-Stará Boleslav";538094;99;759;"A";341;13.07;"N";0;0
22;3;"Jana";"Volfová";"Mgr.";"";61;"CZ";"pøedsedkynì strany, uèitelka";"Praha";1;759;759;"A";128;4.9;"N";0;0
22;4;"Jan";"Rytíø";"JUDr.";"Ph.D.";50;"CZ";"právník";"Olomouc";500496;759;759;"A";91;3.48;"N";0;0
22;5;"Vladimír";"Dryml";"MUDr.";"";67;"CZ";"lékaø";"Vrchlabí";579858;759;759;"A";133;5.09;"N";0;0
22;6;"Iva";"Procházková";"";"";49;"CZ";"zdravotní sestra";"Teplice";567442;759;759;"A";27;1.03;"N";0;0
22;7;"Karel";"Nedbálek";"JUDr. Ing.";"Ph.D., MBA";62;"CZ";"právník, ekonom";"Zlín";585068;759;759;"A";52;1.99;"N";0;0
22;8;"Miroslav";"Timura";"Mgr.";"";60;"CZ";"právník";"Mnichov";536563;99;759;"A";17;.65;"N";0;0
22;9;"Jana";"Borkovcová";"Mgr.";"";38;"CZ";"projektová konzultantka";"Osová Bítıška";596345;99;759;"A";27;1.03;"N";0;0
22;10;"Jana";"Štablová";"";"";49;"CZ";"prodavaèka, invalidní dùchodkynì";"Ostrava";4;99;759;"A";10;.38;"N";0;0
22;11;"Roman";"Bakala";"";"";45;"CZ";"ivnostník";"Plzeò";2;99;759;"A";14;.53;"N";0;0
22;12;"Petr";"Hudlík";"";"";64;"CZ";"zastupitel mìstské èásti Starı Lískovec";"Brno";3;99;759;"A";19;.72;"N";0;0
22;13;"Roman";"Bureš";"Ing.";"";57;"CZ";"technik";"Èeské Budìjovice";544256;759;759;"A";9;.34;"N";0;0
22;14;"Pavel";"Havránek";"";"";43;"CZ";"zastupitel obce, IT specialista";"Ptice";532789;759;759;"A";13;.49;"N";0;0
22;15;"Andréa";"Komárková";"";"";59;"CZ";"invalidní dùchodkynì";"Brno";3;99;759;"A";10;.38;"N";0;0
22;16;"Bohumil";"Ferenc";"";"";51;"CZ";"ivnostník";"Olomouc";500496;759;759;"A";21;.8;"N";0;0
22;17;"Jiøí";"Jiskra";"";"";39;"CZ";"automechanik";"Mšené-láznì";565318;99;759;"A";17;.65;"N";0;0
22;18;"Nadìda";"Malinová";"";"";40;"CZ";"asistentka podnikatele";"Slušovice";585777;759;759;"A";15;.57;"N";0;0
22;19;"Marek";"Vokšay";"";"";48;"CZ";"ivnostník";"Ústí nad Labem";5;759;759;"A";10;.38;"N";0;0
22;20;"Josef";"Zıka";"";"";49;"CZ";"zastupitel obce";"Letkov";540561;759;759;"A";5;.19;"N";0;0
22;21;"Marek";"Maceják";"";"";48;"CZ";"místostarosta obce";"Pòovice";552160;99;759;"A";13;.49;"N";0;0
22;22;"Pavel";"Vojík";"Ing.";"";52;"CZ";"státní zamìstnanec";"Úice";534510;759;759;"A";12;.45;"N";0;0
22;23;"Libor";"Skrunı";"";"";52;"CZ";"tiskaø";"Zlonín";539082;759;759;"A";4;.15;"N";0;0
22;24;"Milan";"Roháè";"";"";35;"CZ";"administrativní pracovník na univerzitì";"Praha";1;99;759;"A";7;.26;"N";0;0
22;25;"Alena";"Èáslavská";"";"";38;"CZ";"úèetní";"Hostivice";539244;99;759;"A";34;1.3;"N";0;0
22;26;"Gabriela";"Hanèlová";"";"";56;"CZ";"zamìstnankynì";"Zlín";585068;759;759;"A";12;.45;"N";0;0
22;27;"Radomil";"Bek";"Bc.";"";42;"CZ";"ekonom";"Kraslice";560472;99;759;"A";10;.38;"N";0;0
22;28;"David";"Štìpán";"";"";55;"CZ";"pøedseda strany, uèitel";"Teplice";567442;155;759;"A";26;.99;"N";0;0
23;1;"Daniel";"Koneènı";"";"";46;"CZ";"dotaèní poradce";"Praha";1;1224;1224;"A";153;9.25;"N";0;0
24;1;"Pavel";"Telièka";"JUDr.";"";53;"CZ";"místopøedseda Evropského parlamentu";"Jílovištì";539341;1220;1220;"A";17448;30.9;"N";0;0
24;2;"Petr";"Jeek";"Ing.";"";54;"CZ";"pøedseda vıboru a delegace Evropského parlamentu";"Praha";1;1220;1220;"A";3333;5.9;"N";0;0
24;3;"Aleš";"Novák";"Mgr.";"LL.M.";47;"CZ";"právník, advokát";"Malé Kyšice";532631;1220;1220;"A";290;.51;"N";0;0
24;4;"Michaela";"Tejmlová";"Mgr.";"LL.M.";42;"CZ";"právnièka, mediátorka a zastup. v Jablonci nad N.";"Jablonec nad Nisou";563510;99;1220;"A";1484;2.62;"N";0;0
24;5;"Martin";"Pøevrátil";"Mgr.";"";47;"CZ";"sociolog a zastupitel MÈ Praha - Bøezinìves";"Praha";1;1220;1220;"A";191;.33;"N";0;0
24;6;"Mona";"Nechvátalová";"PhDr. Mgr.";"";58;"CZ";"právnièka a soudní pøekladatelka";"Brno";3;99;1220;"A";341;.6;"N";0;0
24;7;"Kateøina";"Novotná";"Ing.";"";31;"CZ";"poradkynì poslance Evropského parlamentu";"Praha";1;99;1220;"A";492;.87;"N";0;0
24;8;"Michael Pascal";"Veèeø";"Ing. et Ing.";"";31;"CZ";"vedoucí odd. rozvoj. proj. ve staveb. na MPO ÈR";"Praha";1;99;1220;"A";225;.39;"N";0;0
24;9;"Michael";"ivìla";"Mgr. Bc.";"";28;"CZ";"právník";"Vyškov";592889;1220;1220;"A";135;.23;"N";0;0
24;10;"Eva";"Jeslínková";"";"";39;"CZ";"zamìstnanec zahr. vıboru Evropského parlamentu";"Praha";1;99;1220;"A";152;.26;"N";0;0
24;11;"Lubomír";"Nentvich";"Ing.";"MBA";60;"CZ";"ekonom";"Praha";1;99;1220;"A";78;.13;"N";0;0
24;12;"Jan";"Èulík";"Mgr.";"";33;"CZ";"podnikatel";"Tábor";552046;136;1220;"A";133;.23;"N";0;0
24;13;"Michaela";"Cichoòová";"Mgr.";"";42;"CZ";"ekolog";"Unhoš";533017;99;1220;"A";161;.28;"N";0;0
24;14;"Karel";"Dvoøák";"Mgr.";"";54;"CZ";"pedagog a mezinárodní rozhodèí";"Lodìnice";531464;99;1220;"A";83;.14;"N";0;0
24;15;"Jakub";"Èervenka";"";"MSc.";25;"CZ";"ekonom";"Praha";1;99;1220;"A";64;.11;"N";0;0
24;16;"Jan";"Havlíèek";"Bc.";"";29;"CZ";"podnikatel";"Brandıs nad Labem-Stará Boleslav";538094;99;1220;"A";46;.08;"N";0;0
24;17;"Lukáš";"Zahálka";"PharmDr.";"Ph.D.";31;"CZ";"farmaceut";"Humpolec";547999;99;1220;"A";195;.34;"N";0;0
24;18;"Martin";"Jícha";"";"";24;"CZ";"asistent advokáta";"Nuèice";533548;99;1220;"A";55;.09;"N";0;0
24;19;"Ján";"Michalèák";"";"MSc.";25;"CZ";"politolog";"Støíbro";561215;1220;1220;"A";144;.25;"N";0;0
24;20;"Antonia";"Sabathilová";"";"";22;"CZ";"studentka (Physiotherapie)";"Janovice nad Úhlavou";556394;99;1220;"A";89;.15;"N";0;0
24;21;"Milan";"Koláèek";"Mgr.";"";26;"CZ";"advokátní koncipient";"Brno";3;99;1220;"A";105;.18;"N";0;0
25;1;"Vít";"Jedlièka";"Mgr.";"";35;"CZ";"prezident Liberlandu";"Praha";1;99;714;"A";1711;11.04;"N";0;0
25;2;"Tomáš";"Pajonk";"Ing.";"";37;"CZ";"pøed. st. Svobodní, podnik., vıvojáø, kr. zastup.";"Zašová";545236;714;714;"A";1558;10.05;"N";0;0
25;3;"Boleslav";"Buzek";"";"";49;"CZ";"pøed. str. Radostné Èesko, manaer IT spoleènosti";"Frıdlant nad Ostravicí";598143;1184;1184;"A";266;1.71;"N";0;0
25;4;"Miroslav";"Havrda";"MUDr.";"";55;"CZ";"lékaø, zakladatel podiatrie v ÈR";"Hradec Králové";569810;714;714;"A";336;2.16;"N";0;0
25;5;"David";"Pokornı";"Bc.";"";24;"CZ";"zastupitel mìsta Brna, fyzik";"Brno";3;714;714;"A";211;1.36;"N";0;0
25;6;"Libor";"Vondráèek";"";"";24;"CZ";"správce e-shopu, student práv, moderátor rádia";"Jindøichùv Hradec";545881;714;714;"A";378;2.43;"N";0;0
25;7;"Jaroslav";"Marsa";"Ing.";"MBA";58;"CZ";"projektovı manaer";"Praha";1;714;714;"A";82;.52;"N";0;0
25;8;"Nadìda";"Zímová";"Ing.";"";57;"CZ";"daòová poradkynì";"Kladno";532053;1184;1184;"A";61;.39;"N";0;0
25;9;"Pavel";"Mises";"Ing. Mgr.";"";32;"CZ";"IT konzultant, zastupitel";"Brno";3;714;714;"A";108;.69;"N";0;0
25;10;"Terézia";"Mlınková Išková";"Mgr.";"";28;"CZ";"právnièka, radní mìsta Hodonín";"Hodonín";547794;714;714;"A";187;1.2;"N";0;0
25;11;"Roman";"Køí";"Mgr.";"";51;"CZ";"ivnostník, právník, místop. Spr. rady Mensa gymn.";"Praha";1;714;714;"A";1003;6.47;"N";0;0
25;12;"Marek";"Šoška";"";"";21;"CZ";"zastupitel, referent právního oddìlení";"Ladná";558443;714;714;"A";49;.31;"N";0;0
25;13;"Mojmír";"Mikuláš";"Ing.";"";51;"CZ";"stavební inenır, zastupitel MÈ Praha 3";"Praha";1;714;714;"A";81;.52;"N";0;0
25;14;"Jiøí";"Strachota";"Mgr.";"CSc.";72;"CZ";"fyzik";"Golèùv Jeníkov";568635;714;714;"A";63;.4;"N";0;0
25;15;"Martin";"Baroch";"Bc.";"";47;"CZ";"podnikatel v geodézii";"Kladno";532053;1184;1184;"A";51;.32;"N";0;0
25;16;"Jiøí";"Zapletal";"Ing.";"";38;"CZ";"jednatel spoleènosti, administr. zadávacích øízení";"Ostrava";4;714;714;"A";52;.33;"N";0;0
25;17;"Oldøich";"Peprla";"Ing.";"";35;"CZ";"podnikatel";"Brno";3;714;714;"A";27;.17;"N";0;0
25;18;"Denisa";"Zlámalová";"";"";22;"CZ";"studentka";"Brno";3;714;714;"A";60;.38;"N";0;0
25;19;"Vítìzslav";"Stanovskı";"Bc.";"";46;"CZ";"podnikatel";"Krnov";597520;714;714;"A";35;.22;"N";0;0
25;20;"Roman";"Bartolšic";"Ing.";"";26;"CZ";"manaer";"Brno";3;714;714;"A";32;.2;"N";0;0
25;21;"Marek";"Hejduk";"PhDr. Mgr.";"LL.M.";30;"CZ";"ved. odd. práv. odb. správ. agend ÚMÈ Praha 4";"Praha";1;714;714;"A";69;.44;"N";0;0
25;22;"Zenon";"Kuder";"Ing.";"";30;"CZ";"systémovı inenır";"Bohumín";599051;714;714;"A";29;.18;"N";0;0
25;23;"Michal";"Malı";"";"";63;"CZ";"øeditel spoleènosti";"Praha";1;714;714;"A";35;.22;"N";0;0
25;24;"Zdenìk";"Pøikryl";"Ing.";"";53;"CZ";"majitel obchodu";"Pardubice";6;714;714;"A";35;.22;"N";0;0
25;25;"Josef";"Lebduška";"Ing.";"";68;"CZ";"soukromı podnikatel";"Chrudim";571164;714;714;"A";29;.18;"N";0;0
25;26;"Philip";"Prentis";"Ing.";"Ph.D.";38;"CZ";"programátor";"Veselí nad Lunicí";553271;714;714;"A";47;.3;"N";0;0
25;27;"Václav";"Veselka";"Ing.";"";28;"CZ";"marketingovı specialista";"Praha";1;714;714;"A";159;1.02;"N";0;0
25;28;"Vladimír";"Gregor";"Ing.";"";61;"CZ";"ekonom";"Dìèín";562335;714;714;"A";39;.25;"N";0;0
26;1;"Jiøí";"Pospíšil";"JUDr.";"";43;"CZ";"právník, pø. spr. rady Museum Kampa, europoslanec";"Praha";1;721;721;"A";37231;13.47;"A";2;0
26;2;"Stanislav";"Polèák";"JUDr.";"";39;"CZ";"VŠ pedagog, pø. cel. svazu SMS ÈR, europoslanec";"Praha";1;166;166;"A";25352;9.17;"A";3;0
26;3;"Ludìk";"Niedermayer";"RNDr.";"";53;"CZ";"europoslanec, bıv. viceguvernér Èeské nár. banky";"Mìchenice";539490;721;721;"A";67430;24.41;"A";1;0
26;4;"Radim";"Sršeò";"Ing.";"Ph.D.";39;"CZ";"starosta, VŠ uèitel, zást. ÈR ve Vıboru regionù EU";"Dolní Studénky";553379;166;166;"A";10540;3.81;"N";0;1
26;5;"Petr";"Štìpánek";"Mgr.";"CSc.";53;"CZ";"pøírodovìdec, star. MÈ P-4, pø. Strany zelenıch";"Praha";1;5;166;"A";7848;2.84;"N";0;2
26;6;"Marek";"eníšek";"PhDr.";"Ph.D.";40;"CZ";"vıkonnı øeditel think-tanku TOPAZ, politolog";"Plzeò";2;721;721;"A";5272;1.9;"N";0;3
26;7;"Gabriela";"Pecková";"MUDr.";"";62;"CZ";"lékaøka";"Praha";1;721;721;"A";2138;.77;"N";0;4
26;8;"Pavel";"Pavel";"Ing.";"";62;"CZ";"experimentální archeolog";"Strakonice";550787;766;166;"A";4314;1.56;"N";0;5
26;9;"Pavlína";"Springerová";"Mgr. et Mgr.";"Ph.D.";42;"CZ";"dìkanka Filosofické fakulty Univerzity HK";"Hradec Králové";569810;1049;166;"A";2777;1;"N";0;6
26;10;"Kateøina";"Bursíková Jacques";"PhDr.";"";47;"CZ";"øeditelka byznysového a vzdìlávacího centra";"Praha";1;795;721;"A";7681;2.78;"N";0;7
26;11;"Vojtìch";"Vais";"";"";26;"CZ";"právník";"Kosmonosy";570826;721;721;"A";1176;.42;"N";0;8
26;12;"Petr";"Kulhánek";"Ing.";"";48;"CZ";"personalista, místopø. Svazu mìst a obcí pro EU";"Karlovy Vary";554961;182;166;"A";1122;.4;"N";0;9
26;13;"Kryštof";"Èiinskı";"Mgr.";"";37;"CZ";"právník";"Praha";1;99;721;"A";2075;.75;"N";0;10
26;14;"Karolína";"ákovská";"JUDr.";"Ph.D.";43;"CZ";"právnièka, VŠ pedagoka, zast. mìsta Ústí nad L.";"Ústí nad Labem";5;5;166;"A";3130;1.13;"N";0;11
26;15;"Jakub";"Hruška";"prof. RNDr.";"CSc.";54;"CZ";"pøírodovìdec, vysokoškolskı pedagog";"Praha";1;721;721;"A";2362;.85;"N";0;12
26;16;"Josef";"Horinka";"Mgr.";"";50;"CZ";"starosta Hrádku nad Nisou, zast. Liber. kraje";"Hrádek nad Nisou";564095;703;166;"A";1106;.4;"N";0;13
26;17;"Radovan";"Auer";"";"";44;"CZ";"øeditel veletrhu Svìt knihy";"Šumperk";523704;721;721;"A";680;.24;"N";0;14
26;18;"Michaela";"Opltová";"Ing.";"";33;"CZ";"starostka obce Kozolupy";"Kozolupy";559059;166;166;"A";1724;.62;"N";0;15
26;19;"Roman";"Haken";"Mgr. Ing.";"";56;"CZ";"poradce, Platforma nestát. neziskovıch organizací";"Praha";1;795;721;"A";320;.11;"N";0;16
26;20;"Matouš";"Vencálek";"Mgr.";"";30;"CZ";"religionista, pøed. Strany zelenıch v Jihomor. kr.";"Brno";3;5;166;"A";507;.18;"N";0;17
26;21;"Lukáš";"Otys";"Bc.";"MBA";34;"CZ";"mediální konzultant, podnikatel";"Karlovy Vary";554961;721;721;"A";184;.06;"N";0;18
26;22;"Daniel";"Èernı";"Ing.";"";46;"CZ";"obchodní øeditel";"Chomutov";562971;99;166;"A";370;.13;"N";0;19
26;23;"Tomáš Ignác";"Fénix";"Bc.";"";38;"CZ";"soukr. ekozemìdìlec, vicep. Evr. rady ml. zemìdìl.";"Pravice";594687;721;721;"A";1308;.47;"N";0;20
26;24;"Hana";"Vacková";"Ing. Mgr.";"";64;"CZ";"støedoškolská uèitelka";"Olomouc";500496;5;166;"A";370;.13;"N";0;21
26;25;"Terezie";"Radomìøská";"Mgr.";"";50;"CZ";"pøekladatelka, spisovatelka";"Praha";1;721;721;"A";483;.17;"N";0;22
26;26;"Petr";"Kutílek";"";"M.A., M.S.";43;"CZ";"VŠ uèitel, zastupitel, zahraniènìpolitickı expert";"Praha";1;5;166;"A";460;.16;"N";0;23
26;27;"Radek";"Zapletal";"Mgr.";"";47;"CZ";"technik BOZP a PO, podnikatel";"Velkı Vøešov";579793;721;721;"A";158;.05;"N";0;24
26;28;"Alois";"Ullmann";"";"";34;"CZ";"fin. spec. v oboru IT, místopø. strany iÈesko";"Praha";1;1038;166;"A";339;.12;"N";0;25
27;1;"Marcel";"Kolaja";"Bc.";"";38;"CZ";"bojovník za otevøenı software, manaer";"Brno";3;720;720;"A";15398;4.65;"A";1;0
27;2;"Markéta";"Gregorová";"Bc.";"";26;"CZ";"ukulelistka, pøedsedkynì Evropské pirátské strany";"Brno";3;720;720;"A";14158;4.27;"A";2;0
27;3;"Mikuláš";"Peksa";"Mgr.";"";32;"CZ";"reprezentant Pirátù v PSP ÈR, biofyzik";"Litomìøice";564567;720;720;"A";9594;2.89;"A";3;0
27;4;"Lukáš";"Blaej";"";"";23;"CZ";"ekolog, právní asistent se zamìøením na právo P";"Ústí nad Labem";5;720;720;"A";11316;3.42;"N";0;1
27;5;"Jana";"Koláøíková";"Bc.";"";32;"CZ";"školitelka vzdìl. kurzù pro uèitele v rozv. zemích";"Písek";549240;720;720;"A";3812;1.15;"N";0;2
27;6;"Ondøej";"Kolek";"Ing.";"Ph.D.";40;"CZ";"invenèní vızkumník a technolog vıvoje";"Pìnèín";563749;720;720;"A";2461;.74;"N";0;3
27;7;"Nina";"Špitálníková";"Bc.";"";31;"CZ";"èl. vızk. centra PRCP, koreanistka, spisovatelka";"Kladno";532053;99;720;"A";5065;1.53;"N";0;4
27;8;"Eva";"Tichá";"Ing.";"";57;"CZ";"aktivistka proti korupci, ekonomka, zastupitelka";"Praha";1;720;720;"A";4553;1.37;"N";0;5
27;9;"Lukáš Lev";"Èervinka";"JUDr.";"";27;"CZ";"ústavní právník, analytik AMO se zam. na evr. obr.";"Jablonec nad Nisou";563510;720;720;"A";3411;1.03;"N";0;6
27;10;"Michal";"Gill";"Bc.";"";32;"CZ";"historik, pøekladatel, mediální analytik";"Karviná";598917;720;720;"A";881;.26;"N";0;7
27;11;"Jiøí";"Hoskovec";"Ing.";"";27;"CZ";"forenzní specialista se zamìøením na finan. zloèin";"Praha";1;720;720;"A";2536;.76;"N";0;8
27;12;"David František";"Wagner";"Mgr.";"";30;"CZ";"didaktik, poslaneckı poradce";"Praha";1;720;720;"A";1022;.3;"N";0;9
27;13;"Michal";"Šalomoun";"JUDr. MgA.";"Ph.D.";44;"CZ";"advokát se zamìøením na autorské právo, poradce";"Tøebíè";590266;99;720;"A";2344;.7;"N";0;10
27;14;"Magdaléna";"Daòková";"Mgr.";"";37;"CZ";"uèitelka, zastupitelka mìsta Plzeò";"Plzeò";2;720;720;"A";1329;.4;"N";0;11
27;15;"Matej";"Šandor";"JUDr. Bc.";"Ph.D.";34;"SK";"právník, manaer, radní Prahy 4";"Praha";1;720;720;"A";1492;.45;"N";0;12
27;16;"Linda";"Matušková";"PhDr.";"Ph.D.";36;"CZ";"podnikatelka, fotografka, pedagoka na VŠ a VOŠ";"Kromìøí";588296;720;720;"A";1126;.34;"N";0;13
27;17;"Petr";"Jirman";"Ing.";"";41;"CZ";"auditor Evropské komise, externí poradce MF";"Jablonec nad Nisou";563510;99;720;"A";1870;.56;"N";0;14
27;18;"Dan";"Leština";"Mgr.";"";29;"CZ";"vızkumník a doktorand v oboru tropické ekologie";"Èeské Budìjovice";544256;720;720;"A";1305;.39;"N";0;15
27;19;"František";"Kopøiva";"";"";23;"CZ";"poslanec PSP ÈR, èlen Vıboru pro evr. záleitosti";"Mladá Boleslav";535419;720;720;"A";773;.23;"N";0;16
27;20;"Hynek";"Melichar";"Mgr.";"Ph.D.";36;"CZ";"univerzitní pedagog mezinár. vztahù a bezpeènosti";"Olomouc";500496;720;720;"A";1902;.57;"N";0;17
27;21;"Jiøí";"Jansa";"Mgr.";"";34;"CZ";"pojistnı matematik, makroekonom";"Chrudim";571164;720;720;"A";562;.16;"N";0;18
27;22;"Jan";"Lièka";"Ing.";"";37;"CZ";"logistik prùmyslové vıroby a skladování, statkáø";"Struhaøov";530689;720;720;"A";372;.11;"N";0;19
27;23;"Michael";"Polák";"";"";45;"CZ";"provozovatel opt. a bezdrátovıch sousedskıch sítí";"Praha";1;720;720;"A";457;.13;"N";0;20
27;24;"Ladislav";"Koubek";"Ing.";"";39;"CZ";"expert OSN na prevenci migrace";"Praha";1;720;720;"A";1689;.51;"N";0;21
27;25;"Pavel";"Tauer";"";"";50;"CZ";"majitel prodejny a servisu";"Praha";1;720;720;"A";386;.11;"N";0;22
27;26;"Šimon";"Barczi";"Ing.";"MDP";31;"CZ";"poradce pro start-upy a projekty dig. ekonomiky";"Praha";1;720;720;"A";790;.23;"N";0;23
27;27;"Miloš";"Vlach";"Ing.";"";35;"CZ";"spoleèník v softwarové firmì, zastupitel Prahy 6";"Praha";1;720;720;"A";548;.16;"N";0;24
27;28;"Jiøí";"Lehejèek";"Mgr. Ing.";"Ph.D.";32;"CZ";"viceprezident evr. org. ekologického zemìdìlství";"Stranèice";538809;720;720;"A";3976;1.2;"N";0;25
28;1;"Ivan";"David";"MUDr.";"CSc.";66;"CZ";"lékaø, pedagog";"Praha";1;1114;1114;"A";33055;15.25;"A";2;0
28;2;"Jan";"Hrnèíø";"PhDr. Ing. Mgr.";"MBA, LL.M.";42;"CZ";"VŠ pedagog, poslanec PS PÈR";"Blansko";581283;1114;1114;"A";8727;4.02;"N";0;1
28;3;"Jana";"Pupavová";"";"";34;"CZ";"úèetní";"Nové Hrady";544868;1114;1114;"A";4298;1.98;"N";0;2
28;4;"Pavel";"Dopita";"Ing.";"LL.M., MBA";54;"CZ";"IT specialista, VŠ pedagog, zast. mìsta Prostìjova";"Prostìjov";589250;1114;1114;"A";3613;1.66;"N";0;3
28;5;"Kamil";"Bìrskı";"MUDr.";"";60;"CZ";"lékaø, zastupitel mìsta Opavy";"Opava";8;1114;1114;"A";1914;.88;"N";0;4
28;6;"Elvíra";"Hahnová";"Bc.";"";41;"CZ";"zaklad. a øed. o.p.s. pro vzdìl. a zamìstnanost";"Chomutov";562971;1114;1114;"A";2002;.92;"N";0;5
28;7;"Robert";"Vašíèek";"Bc.";"";39;"CZ";"mediální poradce, zastup. MÈ Praha 11";"Praha";1;1114;1114;"A";2188;1;"N";0;6
28;8;"Hynek";"Blaško";"Ing.";"";63;"CZ";"generálmajor Armády ÈR v.v.";"Veltruby";533858;1114;1114;"A";47505;21.92;"A";1;0
28;9;"Jiøí";"Novotnı";"Bc.";"";43;"CZ";"odbornı pracovník Úøadu práce ÈR";"Pøíbram";539911;1114;1114;"A";1005;.46;"N";0;7
28;10;"John";"Vostenak";"Bc.";"MBA";61;"CZ";"finanèní a realitní poradce";"Liberec";7;1114;1114;"A";550;.25;"N";0;8
28;11;"Ludvík";"Lukeš";"";"";53;"CZ";"øeditel hotelu";"Kolová";555258;1114;1114;"A";370;.17;"N";0;9
28;12;"Radek";"Henner";"Ing.";"";55;"CZ";"plukovník gšt. Armády ÈR v.z.";"Rybníèek";569411;1114;1114;"A";3961;1.82;"N";0;10
28;13;"Ivana";"Schubert Dickfeld";"";"";47;"CZ";"spisovatelka";"Trutnov";579025;1114;1114;"A";1388;.64;"N";0;11
28;14;"Petr";"Paul";"JUDr.";"";69;"CZ";"právník, zastupitel mìsta Jihlavy";"Jihlava";586846;1114;1114;"A";736;.33;"N";0;12
